,text,label,sents,clean_text,words
45,一个人去吃的 价格很合适 吃了一份意面 一个小吃 一杯饮料 一共才58元～,0,['一个人去吃的 价格很合适 吃了一份意面 一个小吃 一杯饮料 一共才58元～'],一个人去吃的价格很合适吃了一份意面一个小吃一杯饮料一共才元,"['一个', '人去', '吃', '的', '价格', '很', '合适', '吃', '了', '一份', '意', '面', '一个', '小吃', '一杯', '饮料', '一共', '才', '元']"
46,点的红豆薏仁糊 比较稠 虽然味道自然很朴实 但是确实能让人产生一种吃的很健康的错觉，奶盖很好喝 但是我明明点的去冰 给我送的温热的。。。,0,"['点的红豆薏仁糊 比较稠 虽然味道自然很朴实 但是确实能让人产生一种吃的很健康的错觉，奶盖很好喝 但是我明明点的去冰 给我送的温热的。', '。。']",点的红豆薏仁糊比较稠虽然味道自然很朴实但是确实能让人产生一种吃的很健康的错觉奶盖很好喝但是我明明点的去冰给我送的温热的,"['点', '的', '红豆', '薏仁', '糊', '比较', '稠', '虽然', '味道', '自然', '很', '朴实', '但是', '确实', '能', '让', '人', '产生', '一种', '吃', '的', '很', '健康', '的', '错觉', '奶盖', '很', '好喝', '但是', '我', '明明', '点', '的', '去', '冰', '给', '我', '送', '的', '温热', '的']"
47,任哥老倌、小龙坎等来来往往，海底捞屹立不倒。没有失望过。学生折扣最贴心。,0,"['任哥老倌、小龙坎等来来往往，海底捞屹立不倒。', '没有失望过。', '学生折扣最贴心。']",任哥老倌小龙坎等来来往往海底捞屹立不倒没有失望过学生折扣最贴心,"['任哥', '老倌', '小龙', '坎', '等', '来来往往', '海底', '捞', '屹立', '不倒', '没有', '失望', '过', '学生', '折扣', '最', '贴心']"
48,工作日的晚上生意也很好，服务员的态度一般，两个人点菜只给一份菜单，很烫的三杯鸡在托盘上让我们自己端上桌，也是无语了。冰火菠萝油是最满意的。其他的菜不是招牌菜，比较咸，无功无过。,0,"['工作日的晚上生意也很好，服务员的态度一般，两个人点菜只给一份菜单，很烫的三杯鸡在托盘上让我们自己端上桌，也是无语了。', '冰火菠萝油是最满意的。', '其他的菜不是招牌菜，比较咸，无功无过。']",工作日的晚上生意也很好服务员的态度一般两个人点菜只给一份菜单很烫的三杯鸡在托盘上让我们自己端上桌也是无语了冰火菠萝油是最满意的其他的菜不是招牌菜比较咸无功无过,"['工作日', '的', '晚上', '生意', '也', '很', '好', '服务员', '的', '态度', '一般', '两个', '人', '点菜', '只', '给', '一份', '菜单', '很', '烫', '的', '三杯', '鸡', '在', '托盘', '上', '让', '我们', '自己', '端', '上桌', '也', '是', '无语', '了', '冰火', '菠萝油', '是', '最', '满意', '的', '其他', '的', '菜', '不是', '招牌菜', '比较', '咸', '无功', '无过']"
49,班级聚餐！！！感觉棒棒的～大家吃的很开心～也玩的很开心☺,0,"['班级聚餐！', '！！', '感觉棒棒的～大家吃的很开心～也玩的很开心☺']",班级聚餐感觉棒棒的大家吃的很开心也玩的很开心,"['班级', '聚餐', '感觉', '棒棒', '的', '大家', '吃', '的', '很', '开心', '也', '玩', '的', '很', '开心']"
50,味道非常好最爱他家 好吃又实惠 三个人吃刚刚好,0,['味道非常好最爱他家 好吃又实惠 三个人吃刚刚好'],味道非常好最爱他家好吃又实惠三个人吃刚刚好,"['味道', '非常', '好', '最', '爱', '他家', '好吃', '又', '实惠', '三个', '人', '吃', '刚刚', '好']"
51,味道还不错 肉分量可以 味道还可以再改进一下,0,['味道还不错 肉分量可以 味道还可以再改进一下'],味道还不错肉分量可以味道还可以再改进一下,"['味道', '还', '不错', '肉', '分量', '可以', '味道', '还', '可以', '再', '改进', '一下']"
52,卫生很干净，环境很好，食物很好吃，服务员的态度很好，这个价位的已经相当不错了。和朋友一起来的，吃的很开心，很饱，哈哈！还会再来的！,0,"['卫生很干净，环境很好，食物很好吃，服务员的态度很好，这个价位的已经相当不错了。', '和朋友一起来的，吃的很开心，很饱，哈哈！', '还会再来的！']",卫生很干净环境很好食物很好吃服务员的态度很好这个价位的已经相当不错了和朋友一起来的吃的很开心很饱哈哈还会再来的,"['卫生', '很', '干净', '环境', '很', '好', '食物', '很', '好吃', '服务员', '的', '态度', '很', '好', '这个', '价位', '的', '已经', '相当', '不错', '了', '和', '朋友', '一', '起来', '的', '吃', '的', '很', '开心', '很饱', '哈哈', '还会', '再', '来', '的']"
53,渝利每天的生意都那么火爆，麻辣锅的辣味很足，水果很新鲜，才也很好吃。因为人太多，服务员都忙不过来，总是等一会才有服务员过来。,0,"['渝利每天的生意都那么火爆，麻辣锅的辣味很足，水果很新鲜，才也很好吃。', '因为人太多，服务员都忙不过来，总是等一会才有服务员过来。']",渝利每天的生意都那么火爆麻辣锅的辣味很足水果很新鲜才也很好吃因为人太多服务员都忙不过来总是等一会才有服务员过来,"['渝利', '每天', '的', '生意', '都', '那么', '火爆', '麻辣锅', '的', '辣味', '很足', '水果', '很', '新鲜', '才', '也', '很', '好吃', '因为', '人太多', '服务员', '都', '忙不过来', '总是', '等', '一会', '才', '有', '服务员', '过来']"
54,牛肉很香，拉面年糕是预期中的甜辣味，好吃，量足。总体较满意。,0,"['牛肉很香，拉面年糕是预期中的甜辣味，好吃，量足。', '总体较满意。']",牛肉很香拉面年糕是预期中的甜辣味好吃量足总体较满意,"['牛肉', '很香', '拉面', '年糕', '是', '预期', '中', '的', '甜', '辣味', '好吃', '量足', '总体', '较', '满意']"
55,培根好吃，奶油并没有找到，倒是找到了一点沙拉酱。炒饭好吃,0,"['培根好吃，奶油并没有找到，倒是找到了一点沙拉酱。', '炒饭好吃']",培根好吃奶油并没有找到倒是找到了一点沙拉酱炒饭好吃,"['培根', '好吃', '奶油', '并', '没有', '找到', '倒', '是', '找到', '了', '一点', '沙拉酱', '炒饭', '好吃']"
56,很不错的一个喝粥的地方，味道鲜美，价格实惠，服务态度好。,0,['很不错的一个喝粥的地方，味道鲜美，价格实惠，服务态度好。'],很不错的一个喝粥的地方味道鲜美价格实惠服务态度好,"['很', '不错', '的', '一个', '喝粥', '的', '地方', '味道鲜美', '价格', '实惠', '服务态度', '好']"
57,之前过生日在他家请同学吃的火锅，没的说，南汇数一数二的火锅了，别的不谈，炒饭一绝啊，而且挺实惠的，虽然不在南汇了但以后有机会还是会去的。,0,['之前过生日在他家请同学吃的火锅，没的说，南汇数一数二的火锅了，别的不谈，炒饭一绝啊，而且挺实惠的，虽然不在南汇了但以后有机会还是会去的。'],之前过生日在他家请同学吃的火锅没的说南汇数一数二的火锅了别的不谈炒饭一绝啊而且挺实惠的虽然不在南汇了但以后有机会还是会去的,"['之前', '过生日', '在', '他家', '请', '同学', '吃', '的', '火锅', '没', '的', '说', '南汇', '数一数二', '的', '火锅', '了', '别的', '不谈', '炒饭', '一绝', '啊', '而且', '挺', '实惠', '的', '虽然', '不', '在', '南汇', '了', '但', '以后', '有', '机会', '还是', '会', '去', '的']"
58,烤鸭上的超级快啊！给个赞！基本不用等位，就是服务员服务的不是很及时哦,0,"['烤鸭上的超级快啊！', '给个赞！', '基本不用等位，就是服务员服务的不是很及时哦']",烤鸭上的超级快啊给个赞基本不用等位就是服务员服务的不是很及时哦,"['烤鸭', '上', '的', '超级', '快', '啊', '给', '个', '赞', '基本', '不用', '等位', '就是', '服务员', '服务', '的', '不是', '很', '及时', '哦']"
59,还不错 卖相很好 服务员担心我烫手帮摆到桌子上,0,['还不错 卖相很好 服务员担心我烫手帮摆到桌子上'],还不错卖相很好服务员担心我烫手帮摆到桌子上,"['还', '不错', '卖相', '很', '好', '服务员', '担心', '我', '烫手', '帮摆到', '桌子', '上']"
60,还行吧 有时候去吃菜偏甜了一点 但是服务态度超好,0,['还行吧 有时候去吃菜偏甜了一点 但是服务态度超好'],还行吧有时候去吃菜偏甜了一点但是服务态度超好,"['还行', '吧', '有时候', '去', '吃', '菜', '偏', '甜', '了', '一点', '但是', '服务态度', '超好']"
61,味道不错，分量足，送货快，打折后实惠，饭菜配比也合适,0,['味道不错，分量足，送货快，打折后实惠，饭菜配比也合适'],味道不错分量足送货快打折后实惠饭菜配比也合适,"['味道', '不错', '分量', '足', '送货', '快', '打折', '后', '实惠', '饭菜', '配比', '也', '合适']"
62,班里同学第一次团聚去的，味道很好，环境很好，大家玩得很开心,0,['班里同学第一次团聚去的，味道很好，环境很好，大家玩得很开心'],班里同学第一次团聚去的味道很好环境很好大家玩得很开心,"['班里', '同学', '第一次', '团聚', '去', '的', '味道', '很', '好', '环境', '很', '好', '大家', '玩得', '很', '开心']"
63,离学校近，平时想吃都能过去，不过自己在网上点餐，服务员有点少……总算还挺好的,0,"['离学校近，平时想吃都能过去，不过自己在网上点餐，服务员有点少……', '总算还挺好的']",离学校近平时想吃都能过去不过自己在网上点餐服务员有点少总算还挺好的,"['离', '学校', '近', '平时', '想', '吃', '都', '能', '过去', '不过', '自己', '在', '网上', '点餐', '服务员', '有点', '少', '总算', '还', '挺', '好', '的']"
64,有真正的新疆味道，仿佛回到了家乡，一口香拌面跟妈妈做的一样好吃,0,['有真正的新疆味道，仿佛回到了家乡，一口香拌面跟妈妈做的一样好吃'],有真正的新疆味道仿佛回到了家乡一口香拌面跟妈妈做的一样好吃,"['有', '真正', '的', '新疆', '味道', '仿佛', '回到', '了', '家乡', '一口', '香', '拌面', '跟', '妈妈', '做', '的', '一样', '好吃']"
65,与价位相符，不好不差。汉堡一般，奶茶糖精味太重,0,"['与价位相符，不好不差。', '汉堡一般，奶茶糖精味太重']",与价位相符不好不差汉堡一般奶茶糖精味太重,"['与', '价位', '相符', '不好', '不差', '汉堡', '一般', '奶茶', '糖精', '味', '太重']"
66,量是真的很足 味道也很棒 部队锅的摆盘真心喜欢 看着就很有食欲 问道也很不错 年糕有各种口味各种形状的呢 萌的不要不要的 以后还会再来的 嗯 赞赞赞,0,['量是真的很足 味道也很棒 部队锅的摆盘真心喜欢 看着就很有食欲 问道也很不错 年糕有各种口味各种形状的呢 萌的不要不要的 以后还会再来的 嗯 赞赞赞'],量是真的很足味道也很棒部队锅的摆盘真心喜欢看着就很有食欲问道也很不错年糕有各种口味各种形状的呢萌的不要不要的以后还会再来的嗯赞赞赞,"['量', '是', '真的', '很足', '味道', '也', '很棒', '部队', '锅', '的', '摆盘', '真心', '喜欢', '看着', '就', '很', '有', '食欲', '问道', '也', '很', '不错', '年糕', '有', '各种', '口味', '各种', '形状', '的', '呢', '萌', '的', '不要', '不要', '的', '以后', '还会', '再', '来', '的', '嗯', '赞赞赞']"
67,口感绵绵的 还不错呢 抹茶的味道也挺足的 嗯 不错不错,0,['口感绵绵的 还不错呢 抹茶的味道也挺足的 嗯 不错不错'],口感绵绵的还不错呢抹茶的味道也挺足的嗯不错不错,"['口感', '绵绵', '的', '还', '不错', '呢', '抹', '茶', '的', '味道', '也', '挺', '足', '的', '嗯', '不错', '不错']"
68,蛋糕的味道很棒，口感也是软软的，简直就是被种草了！正好我不喜欢腻腻的，味道刚好，感觉配上一杯咖啡特别棒！,0,"['蛋糕的味道很棒，口感也是软软的，简直就是被种草了！', '正好我不喜欢腻腻的，味道刚好，感觉配上一杯咖啡特别棒！']",蛋糕的味道很棒口感也是软软的简直就是被种草了正好我不喜欢腻腻的味道刚好感觉配上一杯咖啡特别棒,"['蛋糕', '的', '味道', '很棒', '口感', '也', '是', '软软', '的', '简直', '就是', '被', '种草', '了', '正好', '我', '不', '喜欢', '腻', '腻', '的', '味道', '刚好', '感觉', '配', '上', '一杯', '咖啡', '特别', '棒']"
69,还可以 没有谷子地的好吃 不过两家都小贵。,0,['还可以 没有谷子地的好吃 不过两家都小贵。'],还可以没有谷子地的好吃不过两家都小贵,"['还', '可以', '没有', '谷子', '地', '的', '好吃', '不过', '两家', '都', '小贵']"
70,好吃是好吃但是就是有点小贵 毕竟来自东北的,0,['好吃是好吃但是就是有点小贵 毕竟来自东北的'],好吃是好吃但是就是有点小贵毕竟来自东北的,"['好吃', '是', '好吃', '但是', '就是', '有点', '小贵', '毕竟', '来自', '东北', '的']"
